sales_genre.genre,sales_genre.global_sales,sales_genre.critic_score
Role-Playing,2.66,85
Misc,2.66,85
Sports,2.65,84
Action,2.65,89
Racing,2.65,84
Shooter,2.65,71
Role-Playing,2.63,79
Racing,2.63,78
Sports,2.63,80
Sports,2.62,90
Strategy,2.62,82
Sports,2.62,90
Sports,2.62,90
Shooter,2.61,74
Action,2.61,71
Action,2.6,91
Sports,2.59,84
Sports,2.58,79
Sports,2.58,87
Simulation,2.58,73
Fighting,2.58,80
Action,2.57,80
Sports,2.57,78
Role-Playing,2.57,72
Platform,2.56,73
Sports,2.56,83
Role-Playing,2.56,86
Role-Playing,2.54,73
Platform,2.54,87
Sports,2.53,83
Racing,2.52,80
Misc,2.52,75
Sports,2.52,87
Action,2.52,78
Sports,2.5,50
Role-Playing,2.5,82
Fighting,2.49,79
Misc,2.48,25
Action,2.48,92
Misc,2.47,70
Racing,2.47,85
Misc,2.47,92
Sports,2.47,90
Action,2.47,82
Shooter,2.46,87
Sports,2.45,83
Role-Playing,2.45,83
Racing,2.45,82
Simulation,2.43,81
Adventure,2.43,83
Action,2.43,79
Shooter,2.42,78
Sports,2.42,84
Shooter,2.42,82
Misc,2.42,71
Racing,2.42,73
Fighting,2.41,66
Sports,2.41,77
Racing,2.41,82
Racing,2.41,62
Shooter,2.4,82
Adventure,2.39,73
Misc,2.38,91
Sports,2.38,83
Action,2.37,71
Shooter,2.37,96
Action,2.37,62
Sports,2.37,85
Sports,2.37,83
Sports,2.37,42
Sports,2.37,85
Racing,2.35,81
Misc,2.35,73
Fighting,2.34,71
Action,2.34,89
Action,2.34,78
Action,2.34,84
Sports,2.34,86
Sports,2.34,66
Shooter,2.31,84
Racing,2.31,86
Action,2.31,90
Role-Playing,2.3,75
Action,2.29,76
Action,2.29,80
Racing,2.28,77
Sports,2.28,78
Sports,2.28,82
Action,2.28,72
Simulation,2.28,76
Role-Playing,2.28,68
Action,2.27,71
Platform,2.27,81
Platform,2.26,88
Misc,2.26,80
Action,2.26,76
Shooter,2.25,87
Adventure,2.25,84
Role-Playing,2.25,87
Sports,2.25,79
Action,2.25,80
Misc,2.24,83
Platform,2.24,87
Misc,2.24,74
Shooter,2.24,69
Platform,2.24,77
Platform,2.23,74
Fighting,2.23,79
Sports,2.23,80
Shooter,2.23,91
Action,2.22,92
Role-Playing,2.22,84
Action,2.22,80
Shooter,2.21,73
Action,2.21,71
Misc,2.2,92
Racing,2.2,79
Misc,2.2,92
Racing,2.2,88
Action,2.2,80
Shooter,2.2,88
Role-Playing,2.19,94
Sports,2.19,81
Action,2.19,80
Action,2.18,81
Racing,2.18,82
Sports,2.18,82
Shooter,2.16,80
Role-Playing,2.16,82
Simulation,2.16,74
Puzzle,2.16,79
Platform,2.16,66
Role-Playing,2.15,69
Shooter,2.14,90
Action,2.14,83
Shooter,2.13,64
Simulation,2.13,77
Role-Playing,2.13,87
Sports,2.12,62
Racing,2.12,85
Sports,2.11,90
Racing,2.11,89
Action,2.11,78
Sports,2.11,84
Role-Playing,2.1,81
Puzzle,2.1,84
Shooter,2.1,73
Fighting,2.1,86
Shooter,2.09,83
Action,2.09,84
Action,2.09,89
Action,2.09,74
Action,2.08,85
Role-Playing,2.08,90
Puzzle,2.08,44
Role-Playing,2.08,77
Misc,2.08,69
Misc,2.08,80
Shooter,2.08,95
Sports,2.08,64
Racing,2.07,72
Simulation,2.07,49
Simulation,2.07,73
Racing,2.07,71
Fighting,2.06,83
Action,2.06,89
Action,2.06,55
Racing,2.06,88
Role-Playing,2.06,82
Fighting,2.06,92
Racing,2.05,72
Misc,2.05,75
Racing,2.05,59
Shooter,2.04,72
Action,2.04,82
Racing,2.04,73
Platform,2.04,78
Misc,2.04,86
Misc,2.03,48
Sports,2.03,86
Shooter,2.03,89
Misc,2.03,73
Role-Playing,2.02,62
Role-Playing,2.02,89
Misc,2.02,70
Shooter,2.02,81
Role-Playing,2.01,92
Action,2.01,64
Role-Playing,2.01,89
Action,2.0,88
Fighting,2.0,76
Puzzle,2.0,71
Action,1.99,87
Action,1.99,76
Role-Playing,1.98,75
Sports,1.98,80
Racing,1.98,80
Platform,1.97,56
Action,1.97,68
Sports,1.96,81
Racing,1.96,85
Shooter,1.95,88
Racing,1.95,69
Shooter,1.95,67
Action,1.95,93
Sports,1.95,90
Fighting,1.94,80
Platform,1.94,71
Racing,1.94,87
Simulation,1.94,78
Sports,1.94,87
Fighting,1.94,77
Shooter,1.94,83
Shooter,1.94,63
Shooter,1.93,93
Role-Playing,1.93,79
Fighting,1.93,72
Shooter,1.93,86
Shooter,1.92,88
Simulation,1.92,80
Misc,1.92,57
Racing,1.92,80
Misc,1.92,92
Misc,1.92,84
Racing,1.91,83
Role-Playing,1.91,86
Platform,1.91,79
Simulation,1.9,90
Sports,1.89,69
Misc,1.89,70
Sports,1.88,85
Action,1.88,74
Misc,1.88,29
Fighting,1.88,81
Sports,1.88,88
Misc,1.88,49
Adventure,1.87,82
Sports,1.87,76
Action,1.87,78
Sports,1.86,86
Platform,1.86,71
Role-Playing,1.86,74
Action,1.86,71
Sports,1.86,70
Action,1.86,73
Role-Playing,1.86,94
Platform,1.85,84
Role-Playing,1.85,76
Shooter,1.85,87
Action,1.84,82
Action,1.84,80
Sports,1.84,87
Misc,1.83,67
Platform,1.83,80
Platform,1.83,70
Action,1.82,83
Role-Playing,1.82,82
Misc,1.82,72
Simulation,1.82,85
Role-Playing,1.82,89
Shooter,1.82,96
Simulation,1.81,82
Fighting,1.81,94
Action,1.81,68
Platform,1.81,88
Platform,1.8,83
Sports,1.8,80
Action,1.8,89
Racing,1.8,87
Action,1.79,75
Shooter,1.79,90
Racing,1.78,85
Action,1.78,57
Action,1.77,47
Fighting,1.77,87
Role-Playing,1.76,75
Action,1.76,76
Fighting,1.76,84
Platform,1.76,75
Role-Playing,1.76,91
Fighting,1.76,83
Shooter,1.76,84
Action,1.76,71
Simulation,1.76,70
Simulation,1.76,84
Shooter,1.75,80
Sports,1.75,82
Action,1.75,83
Sports,1.75,81
Shooter,1.75,83
Misc,1.75,65
Simulation,1.75,55
Role-Playing,1.74,83
Action,1.74,55
Role-Playing,1.74,78
Shooter,1.74,63
Sports,1.73,92
Platform,1.73,54
Role-Playing,1.73,78
Platform,1.73,78
Action,1.73,79
Racing,1.72,61
Sports,1.72,82
Sports,1.72,91
Role-Playing,1.72,80
Shooter,1.72,78
Action,1.71,88
Misc,1.71,89
Simulation,1.71,84
Racing,1.71,83
Puzzle,1.71,65
Misc,1.7,20
Shooter,1.7,95
Sports,1.7,87
Simulation,1.7,74
Action,1.7,71
Shooter,1.69,82
Shooter,1.69,94
Action,1.69,64
Role-Playing,1.69,53
Action,1.69,96
Puzzle,1.69,63
Puzzle,1.68,37
Racing,1.68,64
Platform,1.68,78
Action,1.68,82
Strategy,1.68,90
Simulation,1.68,79
Action,1.68,92
Sports,1.67,67
Shooter,1.67,73
Sports,1.67,93
Sports,1.67,90
Shooter,1.67,83
Sports,1.67,87
Role-Playing,1.67,87
Racing,1.67,84
Sports,1.67,94
Fighting,1.67,83
Strategy,1.67,86
Platform,1.67,71
Adventure,1.66,79
Sports,1.66,44
Sports,1.66,93
Sports,1.66,78
Sports,1.66,83
Action,1.66,81
Sports,1.66,83
Action,1.66,79
Fighting,1.66,72
Role-Playing,1.65,89
Platform,1.65,77
Misc,1.65,71
Action,1.65,56
Racing,1.65,77
Action,1.65,79
Simulation,1.65,68
Shooter,1.64,72
Sports,1.64,88
Action,1.64,83
Shooter,1.63,82
Sports,1.63,92
Adventure,1.63,70
Strategy,1.63,89
Sports,1.63,89
Shooter,1.63,81
Platform,1.63,90
Sports,1.62,88
Shooter,1.62,86
Simulation,1.62,84
Simulation,1.62,74
Racing,1.62,61
Action,1.62,83
Misc,1.62,92
Role-Playing,1.62,80
Sports,1.61,77
Sports,1.61,76
Shooter,1.6,81
Sports,1.6,69
Action,1.6,64
Action,1.6,81
Action,1.6,86
Platform,1.6,72
Sports,1.59,83
Role-Playing,1.59,94
Action,1.59,85
Action,1.59,96
Sports,1.59,74
Role-Playing,1.58,53
Action,1.58,75
Simulation,1.58,69
Fighting,1.58,85
Platform,1.58,76
Platform,1.58,76
Misc,1.58,66
Action,1.57,84
Action,1.57,78
Sports,1.57,90
Shooter,1.57,79
Action,1.57,78
Misc,1.57,72
Sports,1.57,80
Shooter,1.57,55
Misc,1.57,64
Role-Playing,1.57,84
Racing,1.56,79
Fighting,1.56,84
Racing,1.56,83
Sports,1.56,38
Role-Playing,1.56,54
Simulation,1.55,58
Action,1.55,73
Racing,1.55,71
Shooter,1.55,86
Action,1.55,79
Action,1.55,74
Misc,1.55,89
Shooter,1.55,79
Action,1.55,74
Shooter,1.54,88
Role-Playing,1.54,80
Strategy,1.54,88
Sports,1.54,69
Shooter,1.54,90
Sports,1.54,87
Shooter,1.53,80
Misc,1.53,64
Sports,1.53,82
Action,1.53,89
Sports,1.53,81
Shooter,1.53,74
Action,1.52,75
Sports,1.52,38
Platform,1.52,83
Fighting,1.52,88
Puzzle,1.52,87
Action,1.51,73
Simulation,1.51,76
Shooter,1.51,90
Action,1.51,68
Action,1.51,69
Sports,1.51,84
Role-Playing,1.51,85
Fighting,1.5,93
Shooter,1.5,80
Racing,1.5,76
Shooter,1.5,84
Sports,1.5,91
Action,1.5,63
Misc,1.49,91
Role-Playing,1.49,80
Shooter,1.49,81
Sports,1.49,67
Action,1.49,79
Action,1.49,75
Action,1.49,85
Shooter,1.48,57
Racing,1.48,60
Shooter,1.48,83
Adventure,1.48,68
Action,1.48,65
Sports,1.48,82
Fighting,1.48,85
Action,1.48,75
Action,1.48,93
Action,1.47,33
Shooter,1.47,79
Fighting,1.47,86
Role-Playing,1.46,84
Puzzle,1.46,81
Misc,1.46,76
Puzzle,1.46,87
Fighting,1.46,85
Sports,1.46,76
Platform,1.46,54
Shooter,1.46,83
Shooter,1.45,70
Action,1.45,85
Shooter,1.45,73
Action,1.45,71
Role-Playing,1.45,94
Strategy,1.45,59
Sports,1.45,85
Misc,1.44,73
Action,1.44,74
Misc,1.44,71
Sports,1.44,88
Sports,1.44,91
Action,1.43,61
Action,1.43,77
Fighting,1.43,71
Racing,1.43,52
Misc,1.43,65
Platform,1.43,84
Strategy,1.43,83
Puzzle,1.43,63
Racing,1.42,64
Shooter,1.42,94
Role-Playing,1.42,93
Sports,1.42,59
Simulation,1.42,64
Action,1.42,89
Sports,1.42,80
Shooter,1.42,89
Sports,1.42,81
Action,1.42,80
Misc,1.42,76
Role-Playing,1.41,77
Fighting,1.41,85
Action,1.41,55
Misc,1.41,79
Role-Playing,1.41,87
Racing,1.41,91
Racing,1.41,87
Fighting,1.4,87
Action,1.4,79
Action,1.4,83
Action,1.4,89
Action,1.4,72
Racing,1.4,88
Platform,1.4,79
Racing,1.4,86
Racing,1.4,86
Sports,1.39,88
Action,1.39,69
Fighting,1.38,81
Action,1.38,85
Platform,1.38,64
Action,1.38,77
Action,1.38,60
Fighting,1.38,86
Adventure,1.38,86
Platform,1.38,77
Sports,1.38,81
Action,1.38,60
Action,1.37,77
Shooter,1.37,89
Role-Playing,1.37,81
Shooter,1.37,80
Shooter,1.37,89
Role-Playing,1.37,86
Simulation,1.37,65
Action,1.36,80
Racing,1.36,78
Shooter,1.36,80
Action,1.36,68
Platform,1.36,75
Shooter,1.36,83
Misc,1.36,64
Shooter,1.36,73
Action,1.35,76
Misc,1.35,63
Puzzle,1.35,60
Racing,1.35,88
Action,1.35,87
Racing,1.35,82
Action,1.35,73
Shooter,1.35,81
Shooter,1.35,84
Sports,1.35,79
Sports,1.35,84
Sports,1.35,82
Racing,1.34,73
Action,1.34,84
Shooter,1.34,81
Action,1.34,79
Action,1.34,84
Role-Playing,1.34,92
Fighting,1.34,84
Shooter,1.34,88
Shooter,1.34,74
Racing,1.34,84
Role-Playing,1.34,71
Platform,1.34,80
Racing,1.34,74
Shooter,1.34,79
Shooter,1.34,73
Shooter,1.34,84
Sports,1.34,90
Action,1.33,83
Shooter,1.33,92
Racing,1.33,57
Fighting,1.33,74
Platform,1.32,83
Action,1.32,93
Fighting,1.32,84
Role-Playing,1.32,91
Sports,1.32,93
Action,1.32,70
Sports,1.32,73
Racing,1.32,74
Shooter,1.31,81
Action,1.31,79
Platform,1.31,69
Role-Playing,1.31,91
Shooter,1.31,61
Action,1.31,78
Racing,1.31,94
Misc,1.3,89
Sports,1.3,63
Platform,1.3,78
Action,1.3,80
Misc,1.3,78
Fighting,1.3,80
Action,1.3,78
Role-Playing,1.29,68
Action,1.29,75
Action,1.29,85
Platform,1.29,49
Misc,1.29,67
Misc,1.29,56
Shooter,1.29,75
Action,1.29,74
Role-Playing,1.29,84
Platform,1.29,79
Action,1.29,72
Sports,1.29,66
Role-Playing,1.28,77
Role-Playing,1.28,85
Action,1.28,73
Action,1.28,76
Racing,1.28,67
Action,1.28,89
Platform,1.27,93
Misc,1.27,73
Action,1.27,69
Simulation,1.27,76
Role-Playing,1.27,91
Action,1.27,83
Role-Playing,1.27,59
Action,1.27,77
Sports,1.27,84
Sports,1.27,85
Action,1.27,75
Adventure,1.27,65
Role-Playing,1.27,75
Sports,1.27,30
Role-Playing,1.27,86
Fighting,1.27,71
Platform,1.27,57
Fighting,1.27,69
Action,1.27,78
Role-Playing,1.27,85
Racing,1.27,80
Sports,1.26,79
Sports,1.26,68
Sports,1.26,85
Simulation,1.26,59
Action,1.26,75
Strategy,1.25,65
Sports,1.25,86
Action,1.25,76
Action,1.25,68
Shooter,1.25,63
Racing,1.25,83
Role-Playing,1.25,64
Shooter,1.25,79
Shooter,1.25,86
Platform,1.25,88
Role-Playing,1.25,69
Strategy,1.25,74
Action,1.25,52
Action,1.25,87
Shooter,1.24,81
Sports,1.24,52
Role-Playing,1.24,87
Platform,1.24,85
Action,1.24,78
Fighting,1.24,78
Action,1.24,76
Action,1.24,61
Action,1.24,79
Sports,1.23,76
Platform,1.23,32
Sports,1.23,83
Action,1.23,91
Platform,1.23,70
Racing,1.23,57
Action,1.23,63
Action,1.23,80
Action,1.23,76
Platform,1.23,80
Misc,1.23,70
Racing,1.23,75
Action,1.23,63
Sports,1.23,82
Role-Playing,1.22,78
Racing,1.22,63
Sports,1.22,80
Role-Playing,1.22,86
Shooter,1.22,89
Sports,1.22,89
Racing,1.22,84
Racing,1.21,71
Misc,1.21,70
Shooter,1.21,73
Simulation,1.21,85
Shooter,1.21,69
Fighting,1.21,85
Platform,1.21,86
Sports,1.21,73
Action,1.21,86
Racing,1.21,83
Fighting,1.21,76
Shooter,1.21,75
Shooter,1.21,71
Action,1.21,87
Puzzle,1.21,85
Action,1.2,59
Simulation,1.2,73
Racing,1.2,78
Racing,1.2,82
Strategy,1.2,90
Action,1.2,65
Racing,1.2,70
Sports,1.2,92
Sports,1.2,68
Racing,1.19,55
Action,1.19,81
Puzzle,1.19,81
Platform,1.19,71
Sports,1.19,83
Shooter,1.19,89
Action,1.19,75
Action,1.19,84
Fighting,1.19,68
Action,1.19,76
Puzzle,1.19,76
Action,1.18,87
Action,1.18,59
Fighting,1.18,78
Adventure,1.18,88
Misc,1.18,77
Sports,1.18,95
Action,1.18,64
Shooter,1.17,77
Platform,1.17,70
Action,1.17,52
Action,1.17,76
Adventure,1.17,62
Fighting,1.17,72
Sports,1.17,57
Action,1.17,96
Role-Playing,1.17,84
Fighting,1.17,81
Shooter,1.17,65
Shooter,1.17,74
Strategy,1.17,84
Puzzle,1.17,81
Action,1.16,76
Racing,1.16,85
Shooter,1.16,70
Fighting,1.16,83
Platform,1.16,79
Platform,1.16,43
Racing,1.16,85
Sports,1.16,77
Sports,1.16,88
Role-Playing,1.16,88
Shooter,1.16,45
Platform,1.15,78
Simulation,1.15,83
Action,1.15,73
Shooter,1.15,69
Shooter,1.15,43
Sports,1.15,86
Action,1.15,53
Sports,1.15,83
Misc,1.15,76
Shooter,1.15,92
Platform,1.15,68
Sports,1.15,62
Action,1.14,51
Action,1.14,79
Action,1.14,91
Role-Playing,1.14,81
Action,1.14,88
Sports,1.14,74
Action,1.14,56
Action,1.14,65
Simulation,1.14,76
Action,1.14,84
Sports,1.14,81
Shooter,1.14,81
Simulation,1.14,73
Fighting,1.14,79
Simulation,1.13,87
Sports,1.13,80
Racing,1.13,50
Action,1.13,83
Action,1.13,67
Shooter,1.13,84
Platform,1.13,79
Misc,1.13,85
Shooter,1.13,79
Role-Playing,1.13,73
Misc,1.13,82
Action,1.12,73
Racing,1.12,57
Platform,1.12,78
Racing,1.12,82
Shooter,1.12,82
Misc,1.12,80
Shooter,1.12,78
Misc,1.12,77
Misc,1.12,71
Sports,1.12,86
Action,1.12,79
Role-Playing,1.12,93
Action,1.12,83
Shooter,1.12,70
Misc,1.12,88
Action,1.11,79
Shooter,1.11,74
Misc,1.11,69
Fighting,1.11,84
Misc,1.11,82
Action,1.11,94
Strategy,1.11,87
Sports,1.11,75
Fighting,1.11,69
Action,1.1,85
Strategy,1.1,81
Sports,1.1,74
Misc,1.1,76
Role-Playing,1.1,86
Platform,1.1,80
Racing,1.1,61
Racing,1.1,87
Shooter,1.1,73
Role-Playing,1.1,80
Sports,1.09,77
Adventure,1.09,77
Misc,1.09,86
Role-Playing,1.09,75
Shooter,1.09,66
Sports,1.09,97
Role-Playing,1.09,68
Racing,1.09,83
Sports,1.09,92
Platform,1.09,54
Action,1.09,75
Racing,1.09,47
Shooter,1.09,65
Fighting,1.09,74
Action,1.09,66
Action,1.09,76
Sports,1.09,84
Racing,1.08,88
Misc,1.08,73
Strategy,1.08,90
Fighting,1.08,85
Action,1.08,75
Shooter,1.08,58
Racing,1.08,91
Action,1.08,70
Fighting,1.08,40
Shooter,1.08,67
Shooter,1.08,69
Action,1.07,59
Action,1.07,47
Shooter,1.07,82
Sports,1.07,73
Action,1.07,85
Action,1.07,76
Sports,1.07,76
Fighting,1.07,86
Sports,1.07,88
Adventure,1.07,60
Sports,1.07,70
Fighting,1.07,75
Role-Playing,1.07,66
Fighting,1.06,75
Racing,1.06,81
Action,1.06,90
Simulation,1.06,65
Shooter,1.06,89
Misc,1.06,84
Action,1.06,80
Sports,1.06,89
Action,1.06,71
Shooter,1.06,91
Shooter,1.06,64
Action,1.06,77
Role-Playing,1.06,87
Adventure,1.06,72
Action,1.06,65
Racing,1.06,63
Action,1.06,83
Shooter,1.06,72
Simulation,1.06,84
Racing,1.06,87
Sports,1.05,71
Racing,1.05,83
Shooter,1.05,75
Action,1.05,75
Shooter,1.05,81
Platform,1.05,44
Sports,1.05,89
Action,1.05,82
Racing,1.05,61
Sports,1.05,82
Sports,1.05,70
Racing,1.05,92
Sports,1.05,80
Simulation,1.05,83
Sports,1.04,81
Action,1.04,91
Fighting,1.04,80
Action,1.04,83
Racing,1.04,42
Fighting,1.04,74
Simulation,1.04,73
Shooter,1.04,65
Racing,1.04,86
Platform,1.04,46
Racing,1.04,83
Action,1.03,71
Racing,1.03,81
Shooter,1.03,68
Racing,1.03,79
Racing,1.03,88
Action,1.03,86
Action,1.03,73
Shooter,1.03,84
Platform,1.03,75
Action,1.03,67
Sports,1.03,82
Action,1.03,86
Action,1.03,77
Action,1.03,86
Fighting,1.03,93
Adventure,1.03,78
Racing,1.02,79
Sports,1.02,65
Sports,1.02,72
Fighting,1.02,72
Platform,1.02,70
Sports,1.02,90
Shooter,1.02,86
Platform,1.02,54
Action,1.02,61
Misc,1.02,48
Action,1.02,71
Shooter,1.02,84
Platform,1.02,83
Sports,1.02,83
Platform,1.02,66
Misc,1.02,92
Action,1.02,70
Role-Playing,1.02,80
Platform,1.01,51
Fighting,1.01,74
Simulation,1.01,80
Action,1.01,64
Action,1.01,81
Action,1.01,72
Platform,1.01,90
